,text,airline_sentiment
439,"@SouthwestAir I was in Nashville and I had to drive 3 and a half hours to Memphis, but I made it as the plane was loading!",1
440,@united thank you for 7 hrs at terminal D in Dulles airport http://t.co/IG2dgctt2M,1
441,@SouthwestAir Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! #SWfan,0
442,@SouthwestAir I don't have a conference number.  I spoke with Courtney in Texas and David before that. they finally fixed mine after an hour,1
443,@united has terrible customer service &amp; doesn't feel the need to notify its customers when their flights are delayed,1
444,@AmericanAir  terrible response! How about someone picking up the phone and calling me...It is now 49 Hours with no luggage,1
445,@United Airlines Cancelled Flights OC FLL #flight today. $700 to switch. No notice no apology. Done flying #UnitedAirlines.,1
446,@AmericanAir on hold again....estimated 2 hr hold,1
447,@AmericanAir my flight tomorrow is Cancelled Flighted you guys just keep letting me down,1
448,@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!,0
449,@AmericanAir I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut,1
450,@united lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!,1
451,"@AmericanAir Thank you, you too!",0
452,@AmericanAir if this is how you guys work then i will never fly with you guys again.,1
453,@USAirways today's flight to Philadelphia.  It's a little disappointing for the unnecessary delays and it's not even snowing in FL.,1
454,"@united help me, united! I paid for economy plus on a flight that was changed BC of delay. Will I be automatically refunded?",1
455,"@SouthwestAir According to TV passenger interviews, the landing was far from ""uneventful"" with heavy (panic) breaking to",1
456,"@SouthwestAir Yeah, we figured it out.  Thanks.",0
457,@SouthwestAir way to fuck up and lose @c_istudios bags. My husband has no warm clothes and no equipment. #youdidit #notcool,1
458,@JetBlue third JetBlue flight in less than a week. All Late Flight not for weather.  Reliability going downhill.,1
459,@united not my luggage,1
460,@united there are a lot of unhappy cold people on the bridge in freezing temps for an hour. Not given any info.,1
461,@USAirways I'm trying to merge my freq flyer accts but keep getting an error message and only a machine when calling the # provided. Help!,1
462,@JetBlue just lost my business   Enjoy your profits,1
463,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,1
464,@AmericanAir today's wait was a violation of #dot #passengerbillofrights http://t.co/GxvFumn3iZ,1
465,@SouthwestAir  at fort launder dale and the gate agent can't switch flights to an earlier flight but we can on our phone...ridiculous,1
466,@JetBlue where's my selfie?,0
467,@united sloppy stuff you don't see anymore - united has raised my expectations - this team was poor,1
468,@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?,1
469,@united I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.,1
470,"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines",1
471,@USAirways @AmericanAir who runs the show at the airport have a boarding pass says us airways and I have to wait in American line #yousuck,1
472,"@USAirways that's ok, just know that I'll most likely never book with you again",1
473,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,0
474,.@JetBlue thanks for making an effort. Credit where credit is due: flight 795 delayed 5 hours instead of 8 hours. #fwiw #loweredexpectations,1
475,@USAirways I've been on hold for 41min. Just trying to change my reservation.,1
476,"@AmericanAir I shared my experience several times (AA Ref#1-2990176298), but AA's response is senseless, weather was not the cause!!!",1
477,@USAirways going to miss my connection because my flight home has been delayed and now no gate agent to get us off the plane-so frustrated,1
478,@united now there is no one to operate the ramp to let us out of the plane in IAH...wow..just wow,1
479,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag.",1
480,"@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier",0
481,@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...,1
482,@JetBlue just mine sadly.. But yea the fly fi is awesome,0
483,@SouthwestAir after an hour and a half then it came back damaged. Not happy 😣,1
484,@USAirways There is no reFlight Booking Problems the event I'm flying to attend. Waiting for jetway driver??? STILL ON TARMAC???,1
485,"@AmericanAir not sure what this means but son and I will certainly have operational needs for seats during Flt. 1679 next Friday, yet...",1
486,"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story",1
487,@SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1,0
488,"@USAirways I need help. In air on #717 to CLT from PHL. Conf: D1MQF5 Need confirmed on #1776 to BNA at 10:30. Been bumped all day, need home",1
489,@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI,0
490,@AmericanAir We all did! Skipper's walk-around too :(,1
491,@united Cancelled Flightled my flight for some unknown reason and haven't really given me anything to make my overnight layover tolerable,1
492,@USAirways you are supposed to be in the business of belong customers; not humiliating them,1
493,"@united v upset with your disability  ""services"". When I told one of your employees I was carrying medical equipment she was very rude.",1
494,@USAirways looks like our bag has been rescued. Thanks!,0
495,@USAirways I'm glad @Beamske retweeted otherwise you would have to ignore the numerous tweets I sent. You all are fucking amazing,0
496,@SouthwestAir Scott is the best!!! Thank yo from the bottom of my heart💕#DestinationDragons with friends in LA @HayleyMad see u Friday,0
497,@JetBlue you really should be more proactive with passengers when you know the entertainment system isn't working. At least let me get a mag,1
498,@JetBlue Mark T.  in Austin was great handling my bag issue.  #thanks,0
499,@USAirways US Airlines 699 LA to RDU is holding onto baggages for an hour already and everyone is still waiting!?,1
500,"@USAirways I did, but i need to get a human being. What's the fastest way to achieve this? All I get is a computer.",1
501,@united But thanks for asking,0
502,@USAirways you guys straight up suck ass,1
503,@JetBlue Maybe stop telling people the wrong info on your customer service calls.,1
504,@united my bag is a few days Late Flight to me and this is like the 3rd time in the past couple months.  Where my free miles at?!,1
505,"@AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said, ""NO.""",1
506,"@USAirways OK, I guess the weather has been rough but I have been trying to sort out missing air-miles for days. Any suggestions?",1
507,@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +,1
508,@united bad customer service  to NYC a few weeks ago. Thinking of moving on,1
509,@AmericanAir thank you for quick responses.   #aa usually has fantastic customer service. That's why I was so shocked when it wasn't there,0
510,@SouthwestAir can't update my flight online bc it's been Cancelled Flighted twice already. Going on hour 2 on hold.,1
511,"@USAirways Your gate team are polite. But your planes are habitually Late Flight. In many cases, passengers are waiting for the flight crew!",1
512,"@AmericanAir trying to change my flight and you just hang up on ppl bc call volume is high. That's a joke, right?",1
513,@SouthwestAir can you please DM me who I can speak with regarding my receipts and who I can email a presidential level complaint,1
514,@USAirways now on hold with customer care.  Wonder if someone will pick up the phone before 5pm.,1
515,@USAirways US 728/Feb 21. Ground power shorts again for the third time. Weary German passenger deplanes. Makes me jealous. Auf wiedersehen!,1
516,@USAirways I have a flight voucher/confirmation code but there is no where for me to enter it on your checkout page while Flight Booking Problems. Pls help,1
517,@united I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?,1
518,"@SouthwestAir thanks, already subscribe and have a RR Account. Had received a promo code last month but has since expired. Any new offers?",0
519,@JetBlue No changes made. My son's pass printed on same conf #. Just mine not print after I expressed disapptment w/ JetBlue,1
520,"@united fair enough, but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff",1
521,@AmericanAir #AATeam thanks for working in very rigorous weather conditions for all,0
522,"@usairways when trying to check-in online, it says to call...now I've been on hold for 2 hours...what to do?",1
523,"@united 4994 out of Jackson, Wyoming... Delayed by no pilots.. Full toilets.. Deplaned 2ndary to mechanical fail.. Cancelled Flightled flight pending",1
524,"@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!",0
525,@united Trying to change a flight booked just 6 hours ago but online system is charging me $200 fee per passenger... could you please help?,1
526,@AmericanAir man we have been sitting in #UA4753 on the tarmac for 30 mins...rescue us please!,1
527,@AmericanAir thanks to your attendant on flight for advising connect flight held.  Ran with kids and flight departed. Poor service at Miami,1
528,@united now finally in memphis. Landed 30 minutes ago. Still no bags. Paying for a service that just gets worse...,1
529,"@USAirways @KieranMahan needs two nights at a hotel in phoenix until he can get back to Philly because of plane equipment, crazy!",1
530,@JetBlue That is not very gracious of @jetblue to tell me where I can go BUY water or a snack when our flight is delayed over 3 hours.,1
531,@united mobile apps need construction from the ground up for each OS category.  It's expensive to get right .,1
532,"@JetBlue I've had no shampoo, no winter coat no deodorant no flatiron and the rest if my stuff since sat",1
533,@USAirways ticket couldnt be used bc unable to get to departing dest (RSW) bc of blizzard in BOS. Told only way to use credit is $200 fine,1
534,@AmericanAir thanks. They did not charge anything in the end so all is good.,0
535,@AmericanAir needs to get their shit together. 2 counter people &amp; a massive line. People need to catch their flights! http://t.co/4MQFMxeBXt,1
536,@JetBlue WELL...my paid tickets have NO assigned seats at all. So essentially I won't be on this flight unless I pay more.,1
537,@USAirways this is more than having patience. This is not acceptable. http://t.co/N7pSuEJDC8,1
538,"@united well. As of yet, our checked bag has already vanished and we haven't left the airport yet.",1
539,@USAirways shout out to the pilots and FC attendant(Eliz) of US 673. Super strong crosswinds during landing. Eliz did a super job throughout,0
540,"@SouthwestAir extremely frustrating travel experience in Denver! Instead of landing in SEA on Saturday, now it's Monday afternoon!",1
541,"@SouthwestAir no you are not, you just care about mighty dollar.",1
542,@JetBlue no updates on anything! All we know is there is an issue with the front wheels being locked.,1
543,@AmericanAir thanks for the show! 👍,0
544,@SouthwestAir  getting the run around today with customer service &amp; disconnected customer relations # given twice. Help!!!,1
545,@united WHERE IS MY RECEIPT! I upgraded return leg and 6 months Late Flightr still NO receipt! http://t.co/DAjWzhLVyu,1
546,"@AmericanAir I'm flying with your competitor today, starts with an U and ends with D. I will never make that mistake again. #americanforlife",0
547,@JetBlue Thanks!,0
548,@AmericanAir your planes made me miss 2 connections in 2 days. Thanks for nothing,1
549,@AmericanAir how do I see your report team?,1
550,@united Yes I needed plenty of assistance but received none.,1
551,@VirginAmerica you suck!,1
552,@AmericanAir I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!,1
553,"@united Cancelled Flightled a flight cause the crew needed sleep.But it's totally okay to wake me up at 3am just to let me know it's Cancelled Flightled, again.",1
554,@USAirways #usairways Raleigh NC; baggage carousel staff were aggressive towards people waiting 1 1/2 hrs for bags. Flight 699,1
555,"“@AmericanAir: @mwangbickler We apologize for your frustrations, Michael. Have you been rebooked?” -got call back after 10 hours. Bad.",1
556,@united - blamed weather lol 78 no wind and not a cloud in the sky!! Delayed both ways 4x!! RU kidding me to charge me for 1.5lb w/8 delays?,1
557,@united why are your agents working so slowly to rebook people who are on #UA1481. We have all wasted an entire day at STT.,1
558,@USAirways why didn't you reroute BOS to JAX via DCA through CLT instead forcing an overnight @DCA #passengersLose,1
559,@USAirways   Not good. On hold for over an hour. http://t.co/wSgYckCIIO,1
560,@AmericanAir most horrendous service ever !! On off two planes. Been in Phil for 10 hrs. Now captain can't get flight info to print? #wtf,1
561,@AmericanAir yep as I saidi feel sorry for you that you have to run their account how embarrassing for you,1
562,@united at MSP w/3 employees trying to check in several hundred and the line is crazy might miss our plane be sure to thank these employees,1
563,@SouthwestAir no flights out of #nashville today? Are you kidding me?!?! Why are other airlines flying and you're not?! So frustrated!!,1
564,@AmericanAir Hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!,0
565,"@united 
Flight UA1665 got delayed 2 hours due to a mechanical issue...could use a free drink or 3 to make up for this inconvenience",1
566,@AmericanAir I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.,1
567,"@united my plane sounds like  a DJ  scratching is this normal? If so, will this eventually be a new entertainment fee.",1
568,@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze,1
569,@united you're my early frontrunner for best airline! #oscars2016,0
570,@AmericanAir Are you kidding? You don't think I've done that?? I've called dozens of times &amp; it tells me to call back &amp; hangs up.,1
571,@USAirways 1917. Thanks for the 5 hour layover in LA too👍 Icing on the cake. At least your staff was courteous and helpful.. Not #unreal,0
572,@SouthwestAir Your #Android Wi-Fi experience is terrible! $8 is a ripoff! I can't get to @NASCAR or MRN for @DISupdates #BudweiserDuels,1
573,@JetBlue thank you!,0
574,@AmericanAir robocalls me with another Cancelled Flightation. And then when I don’t accept the change it won’t let me connect to an agent. Just wow.,1
575,@AmericanAir I need HELP!  I'm trying to Cancelled Flight a flight before it takes off but I can't get a hold of ANYONE because all lines are busy.,1
576,@USAirways now after an hour on the plane and knowing of a maint issue ahead of time they just announced another 30 mins. Y r we on plane?,1
577,@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,0
578,@USAirways yes it landed at 11:40am. Should not take another 12+ hours to go 40 min drive. Was assured I would have this am.,1
579,@AmericanAir it's GTSVYB. It says it's Cancelled Flightled when I try to check.,1
580,@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!,0
581,"@SouthwestAir, thanks for being so good to us #military folk. It's cold in #StLouis but I sure enjoyed my flight. http://t.co/RcdH183Q1J",0
582,"@AmericanAir I paid using Paypal online and after I was charged there was a ""System Error"" which is what I ended up calling about.",1
583,@united I was rebooked thru SFO but arrive 9 hours Late Flight and miss activities. I asked to fly today with stop over. Was told I'd have to pay.,1
584,@JetBlue Looking cool,0
585,@USAirways reservations had me on hold for 2 hours only to hang up...smh 😕,1
586,"@AmericanAir 2 hours now!  No I'm not patient.  Why don't you have a call back feature or pay someone to answer the phone, not tweet #onhold",1
587,@USAirways  is there a better time to call? My flight is on Friday and I need to change it. Worried I may be on hold until then.,1
588,"@AmericanAir If it's in my backpack, why do I need to see agent?",1
589,@SouthwestAir give us some more clever advertising about #bagsflyfree is that because #badpolicy allows you to #cheatcustomers,1
590,@USAirways is there gonna be a better day to call? I've called on 3 separate occasions the past couple of weeks and never get to a person.,1
591,@united rude rude,1
592,@JetBlue Cancelled Flightling tickets for 3 best friends going on vacation and never told us #jetblue #fixthis #ripoff @ZKatcher @bretharold,1
593,@AmericanAir as your flight attendants are an extension of your brand - bitchy flight attendants on 5:30 am flights are not appreciated.,1
594,“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx,1
595,@united Got a call. Bag is to be delivered tonight. Thanks for your reply!!,0
596,@JetBlue they are rude and unhelpful. They suggested I catch a flight tomorrow I was supposed to be home today at 2 am and work is waiting,1
597,@SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!,0
598,@USAirways as far as being delayed goes… Looks like tailwinds are going to make up for it. Good news!,1
599,@United site errored out at last step of changing award. Now can't even pull up reservation. 60 minute wait time.  Thanks @United!,1
600,@SouthwestAir I tried to return to orig booked flt. told overbooked.Gng to diff dest.Feel like we were switched on purpose bec of overbook.,1
601,@USAirways Absolutely!! The staff was amazing!!,0
602,@USAirways even when I do simple google search by flight number it tells me which gate so won't be that difficult am sure #disappointed,1
603,@JetBlue is definitely my new favorite airline.,0
604,@AmericanAir it's taken care of already. I've come to expect this level of horrible service from you time and time again,1
605,@SouthwestAir I tried again with your in-flight wifi #fail,1
606,@united here is the ticket # 0162424965446 please refund my unnecessary upgrade fee,1
607,"@USAirways Its not just PHL, at BTV today made to deplane because ""it's Sunday and we don't know if maintenance will be available""",1
608,"@AmericanAir  so far all I am getting is ""maybe your bag will come today. We don't know."" Website says ""status unknown""- can you help?",1
609,@united Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home,1
610,@united Anyone there? Did you read my DM?,1
611,@united is to airlines as @comcast @XFINITY is to cable/internet,1
612,"@AmericanAir lost 3 pieces of our bags, haven't delivered them in 36 hours, lied that they were delivered, and still no refund.  Never again",1
613,@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED,1
614,"@USAirways is struggling. had me on hold for 25 minutes, kicked me back to the start, then said they couldnt handle the amount of calls",1
615,@JetBlue. A bunch of flights are delayed from FFL to Northeast destinations. No announcements at the gate. What's going on?,1
616,@AmericanAir thanks!,0
617,Never got to the strip that fast before. Stoked for special @Imaginedragons show tonight! Thx again @SouthwestAir! http://t.co/ToPqmVqnJp,0
618,@AmericanAir no gate agent after 30 minutes to let us off the plane???? WTW / grounds crew is here / hope you're ready to cover my delay,1
619,@AmericanAir we've been on hold for hours.,1
620,@USAirways the only time I tweet is to tell you how horrible you're attendants are. Flight 3841 to LGA. I feel in jail,1
621,@SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH,0
622,"@AmericanAir Thanks that was done, I just don't understand why those whose bags couldn't fit aren't notified in air/at landing #technology",1
623,@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2,1
624,"@SouthwestAir 

Just realized I had the wrong departure date. Thanks for making changes easy!",0
625,@united the delay is due to customer service for 20 people?  What about the DIS-SERVICE you provided for 100+?  #FlightFail #Hour20Delay,1
626,"@JetBlue I travel for business twice a week and after the @AmericanAir fiasco, I'll be flying blue more often. Thanks.",1
627,@AmericanAir @ActingOutMgmnt Just make sure they remember to load the bags onto the plane. They Cancelled Flight the flight when they forget...,1
628,@AmericanAir because you won't get our bags for us because you said they would go on to Cincinnati even though we can't. Who exactly is,1
629,@USAirways 3 delays 2 Cancelled Flightlations a double layover and 72 hours Late Flightr....could I at least get extra dividend miles?,1
630,@USAirways I have nothing but issues when I fly w/u what's up w/that?! #travel #vacation #awful,1
631,@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad,1
632,@united flight 3763 IAd-Sat. We're on the outdoor track for an hour,1
633,@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg,0
634,@JetBlue Safety might be your priority but organization clearly is not.,1
635,@AmericanAir  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern,1
636,@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B,1
637,@JetBlue waited for 15 min then got disconnect,1
638,@united once united's service levels reaches those of Etihad or lets be more realistically Lufthansa then ill consider it again,1
639,@united called back and I've been on hold. What is the issue?! I have a confirmation number and an email that shows how much I've paid,1
640,"@USAirways ""admirals club"" at CLT has rude, and ignorant front desk staff...@AmericanAir you have fallen so far...THANKS DOUG PARKER!!!",1
641,@USAirways One of your workers was very rude with us. We can tell you in DM cuz it won't be any good publicity...,1
642,@AmericanAir there is two hour wait,1
643,"@JetBlue lmfao, i love it",0
644,"@USAirways truly been the worst experience this weekend. Delayed, rerouted 3x, now not boarding A 715 flight and says flight is ""on time""",1
645,@SouthwestAir hv wounded vet stuck in Chi. He's traveling to NY 4 healing. Need fly ny Late Flightst AM by 9 2 catch intl flt. Help!,1
646,"@united Waiting half an hour for my checked bag at EWR (&amp; that was Priority); disappointing, usually you guys are good.",1
647,"@united we are on two more flights today, let's hope the kit does not get the same treatment!! http://t.co/Pd3nbAAkxH",1
648,@USAirways thanks for the worst customer service on the face of the earth. I loved the 5+ hrs on hold along w 2 Cancelled Flightled flights,1
649,@united your plane's been waiting at the Gate for two hours with all passengers onboard in their cramped seats. Yuck.,1
650,@SouthwestAir an entire flight of luggage missing at #dca.  Over an hour and nobody knows anything.,1
651,@JetBlue 😭😭😭😭 yall are really better then American Airlines though.,0
652,@USAirways wonder if this misery is considered a damage in a breach of contract lawsuit #lawyerup,1
653,@USAirways thank you so much for asking us to pay $700 to switch to a different flight so I could spend more time with my dying nephew.,1
654,@USAirways your agent did not say,1
655,"@united New Apple crâpe, amazing! Live from UA1207. Really nice crew too.  #AmericanAir has biscuits, UA needs them 2 http://t.co/gZ9GqDT7Jj",0
656,@united your customer service is terrible,1
657,@JetBlue extra-speed line closed in Tampa. What gives?,1
658,@AmericanAir Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!,0
659,"@united hi JH. Yes please. Since I lost almost a whole day on the way out, could you help me change my return for one day Late Flightr?",1
660,@USAirways finally rectified my flight situation! Thanks again,0
661,@united I am not digging the new mileage earning plan. I would earn about 1/3 of the miles I do now. Any changes to the award ticket prices?,1
662,@JetBlue I just wanted to say flight attendant fitz was the best tonight on flight #1326 bwi/Bos. Great guy and made the flight fantastic!,0
663,"@AmericanAir but not sufficiently sorry to actually *do* anything about it, I guess. Your systems are presumably beyond reproach or reform.",1
664,@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(,1
665,@SouthwestAir you're the best,0
666,@AmericanAir I'm still on hold if you're wondering...  4 hours 37 minutes and counting.  #ServiceFail #OnHoldForever #Suboptimal,1
667,@united ...just called and lady at your overseas call center said she saw no note. I explained the situation...again...,1
668,"Thank you for your help, Shannon! Great customer service, @SouthwestAir.",0
669,@USAirways  Lilly M in SJU check in is fabulous!,0
670,“@united: @BattierCCIpuppy We hope to see you on board soon and thanks for the tweet. ^EY” 👏👏,0
671,"@united He needs to get to home the 24th, they're telling him it'll be the 25th @ night. Is there compensation or anything that can be done?",1
672,"@AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers",1
673,@united @perfectomobile huh?  I have sent 16 crash reports in Feb alone.  8 in one day.  Only app I have that consistently crashes.,1
674,@AmericanAir no other (what should be valid) Circle Pacific itineraries can be booked either - always makes all US dest. invalid 4 last leg,1
675,@JetBlue tickets were confirmed and sent out. find out today that they Cancelled Flightled our tickets months ago and never sent an email #jetblue,1
676,"""LOL you guys are so on it"" - me, had this been 4 months ago...“@JetBlue: Our fleet's on fleek. http://t.co/LYcARlTFHl”",0
677,@JetBlue I would like to send an email to Lost and Found at JetBlue JFK; I spoke to them this morning but cannot drive their today.,1
678,@united 45+ min at EWR baggage claim #stillnobags #ridiculous,1
679,@AmericanAir flight was 2488 out of EWR STOP AT DALLAS THEN TO LA. I need to be in la tonight!,1
680,@SouthwestAir stuck in NYC flights Cancelled Flightled 2 days in a row Long wait times on phones. Running out of $ but SWA no help,1
681,@united finally got through and they were very helpful. Appreciate it!,0
682,@USAirways still not in the air for deicing of plane. I'll miss connect but customer service was helpful.I'm hoping to catch the next flight,0
683,@AmericanAir for our delays !!! I'm out of more money because of you,1
684,@SouthwestAir Flight 4110 MCO to ISP delayed. Any details on why?,1
685,@united why do you bother surveying me!,1
686,"@USAirways between 3 of us, it is costing over $1000 to get home TODAY for no reason... Where do I send my receipts to be reimbursed?",1
687,"@united This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher?",1
688,.@JetBlue i'm sorry.  Boarding chaos is underway.  Please query again post scrum.,1
689,"@united Flight was overbooked! Was offered voucher to wait &amp; take another flight. Gate agent switched me over, retracted voucher offer.",1
690,@AmericanAir Your rubbish at Social Media! In the air two hours Late Flight but that's better than being Cancelled Flightled!,1
691,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,0
692,@USAirways I need an actual person in customer relations for a refund. What # can I call? I will dispute this charge on my credit card.,1
693,@USAirways DCA to RSW at 8:30am Cancelled Flightled.  Rebook to Charlotte Cancelled Flightled.  Can we rebook selves online???,1
694,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings,1
695,@USAirways @JosephTReis Can't believe advice to call customer service. I was on hold for 3 hrs this morning and finally gave up.,1
696,"Cool thx! Only a couple more #PGAShow flights til I'm #Mosaic...can't wait. Will be easier to change flights when weathers bad
@JetBlue",0
697,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,0
698,@united you're the reason this whole travel experience has been a nightmare,1
699,@USAirways US Airways website. So you double charge people when they book flights now? Apparently you have but I've never been booked twice,1
700,@SouthwestAir I sent you my conf number yesterday.,1
701,@SouthwestAir i have asked Lindsey to call me instead of DM like a schoolgirl but so far no call   Getting tired of typing little notes,1
702,@united Need to track lost luggage being shipped to me. Need ph # for human. Not automated 800-335-2247.,1
703,@united Was able to send the DM. All good now.,0
704,@united once again your lack of customer service astounds me! You are the worst airline in the history of airlines! Train your staff!,1
705,"@united Yes, they did. Must have fixed the broken ramp. Thanks!",0
706,@united i booked lh via ua.  However at gate they rebooked me to a Late Flightr lh flight.  Now that flight didnt earn pqd for me.  How do i get it,1
707,@united 8 hours Late Flightr and I'm siting on another plane waiting to leave. I think a credit is in order for this terrible service!,1
708,"@SouthwestAir Been on hold over 90 minutes. You can fly, but not answer the phone?",1
709,.@USAirways we r rebooked. got conflicting info abt baggage. Y no extra plane batteries on hand? Y no comped admirals club for 9 hr wait?,1
710,@united what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business #EmployeeRelations,1
711,@united you need a bag bouncer. Get it together,1
712,@united i have items of sentimental value that I'm heartbroken are missing,1
713,@united thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!,0
714,@AmericanAir usually raving about the service to LAX. Your nbr1 and helper can't figure out how to hang a coat and serve a drink. 6F,1
715,"@USAirways @usairways -Really? U land me in Philly 1.5 hours before my flight, wait 1.5 hours behind a plane you got stuck,",1
716,@JetBlue So what about the plane stuck in Newburgh won't start.  It that weather reLate Flightd as well.  These passengers on plane for 10 hrs.,1
717,@VirginAmerica plus you've added commercials to the experience... tacky.,0
718,@SouthwestAir Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI @KevinSwan_ @ALSTDI @A_Life_Story_,0
719,@AmericanAir is there another line I can call when I am on hold for 5 hours? Also how can I get compensated for this loss of time and money?,1
720,@united And there is no direct phone number for status match desk? I really regret Flight Booking Problems with @united now.,1
721,@AmericanAir @nrosenb1 It's not allowing me to book available seats,1
722,"@AmericanAir 11 out of 11 delayed flights, you suck and getting worse",1
723,@USAirways now you don't know where my luggage is?  Seriously?,1
724,@AmericanAir welcome anyone who works in those conditions deserves a thank you even though I am other side of #Atlantic lol xx,0
725,@USAirways @AmericanAir Sitting at the gate on Flight 719 for an hour due to computers being down. What backup plan is in place for this??,1
726,"@JetBlue okie doke! Knowing you, you will fix this ;)",0
727,@SouthwestAir all good now. Going to make it to Boston on time. I'm actually on your wifi right now,0
728,@AmericanAir I really wanted to sign up for your airline credit card but your absurd $400 change fee to switch my flight made me think twice,1
729,@united I didn't have time to take my wet clothes/suit back to the airport and wasn't going to pay for another cab to do so.,1
730,"@AmericanAir @nickcunningham1 Except now there is no wait time, the phone system just hangs up on you. So continuing to hold won't help.",1
731,@united 30 hours Late Flightr still no answers stuck in Houston. Keep getting put on phantom flights that never apeared. #BadCustomerService,1
732,"@united, any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?",1
733,@USAirways flt 1820 2rsw could have extended the courtsey of waiting 2min 4 10 of us.... gates closed in r faces.  Ur fired,1
734,@USAirways - been on hold with reservations for over 30 min already! #worstairline,1
735,.@AmericanAir @TyWinter it's really the small things--the details--that make an excellent experience or a really irritating one.,0
736,@USAirways I cant get anyone on the phone to help with award travel.Purchased extra miles and 10 minutes Late Flightr the miles needed was raised.,1
737,@southwestair Amazing view on the approach to LAX tonight. http://t.co/a68d5fULmH,0
738,"@USAirways Chairman Preferred with 518,758 lifetime miles. What is my US Air reward, no #firstclass upgrades on @AmericanAir as usual.",1
739,@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?,1
740,"@united not tonight, we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed. Thanks",1
741,@USAirways hello! I never received a confirmation code for my flights (though they are confirmed--so says the automated reply). Any ideas?,1
